,Compound ID,InChIKey,SMILES,logS,logP,MW
5813,C6556,VZQSBJKDSWXLKX-UHFFFAOYSA-N,Oc1cccc(-c2cccc(O)c2)c1,-2.368000132,2.7648,186.207
5814,C6557,HTWRBOWJUNHVMN-VMPITWQZSA-N,CN1C2CCC1CN(C/C=C/c1ccccc1)C2,-2.367438356,2.354,242.359
5815,C6558,CTHUKFGHEPDDJE-UHFFFAOYSA-N,CCCCc1c(C)[nH]c(=S)[nH]c1=O,-2.366848077,2.0835,198.285
5816,C6559,XEAQIWGXBXCYFX-GUOLPTJISA-N,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,-2.366545098,2.5456,230.259
5817,C6560,JCDVXGPHXXODML-UHFFFAOYSA-N,N/C(CSS(=O)(=O)O)=N\CCCOCc1ccccc1,-2.366260689,3.2676,318.412
5818,C6561,HCYFGRCYSCXKNQ-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,-2.366223361,-1.4817,238.2
5819,C6562,LEROTMJVBFSIMP-UHFFFAOYSA-N,CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366011817,2.63,232.277
5820,C6563,DTESHEPEJUMCJO-UHFFFAOYSA-N,CC(Cc1ccccc1Cl)NN.Cl,-2.366000898,3.6275,221.127
5821,C6564,DIIMOZWYSXJOFG-UHFFFAOYSA-N,Cl.OCCNCCC12CC3CC(CC(C3)C1)C2,-2.365451196,3.3677,259.815
5822,C6565,OSIGJGFTADMDOB-UHFFFAOYSA-N,COc1cccc(C)c1,-2.365060893,2.0036,122.164
5823,C6566,UZHSEJADLWPNLE-GRGSLBFTSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,-2.364295705,1.2393,327.374
5824,C6567,PRVVGOHCHSLWDE-UHFFFAOYSA-N,O=NN(CCF)C(=O)NC1CSCSC1,-2.363445707,1.8459,253.317
5825,C6568,AUWINJMOPSMDNR-UHFFFAOYSA-N,CCCCN1CC2CCC(C1)N2C(=O)CC,-2.363255957,1.7475,224.342
5826,C6569,JQUKCPUPFALELS-UHFFFAOYSA-N,COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,-2.363222217,3.2366,287.337
5827,C6570,QRJCDIVJPRWSMH-UHFFFAOYSA-N,CCCCOc1ccc(CC(=O)NO)cc1OC,-2.362239076,2.3129,253.294
5828,C6571,FSSICIQKZGUEAE-UHFFFAOYSA-N,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,-2.361315797,3.4518,291.819
5829,C6572,BKCCAYLNRIRKDJ-UHFFFAOYSA-N,c1ccc(C2=NCCN2)cc1,-2.360787116,0.8008,146.189
5830,C6573,DTGGNTMERRTPLR-UHFFFAOYSA-N,NC(Cc1ccccc1)c1ccccc1,-2.360485844,3.6294,197.276
5831,C938,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,C#CCCCC,-2.3599999,1.8098,82.1436
5832,C939,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.3599999,2.1701,208.257
5833,C940,DQZCVNGCTZLGAQ-UHFFFAOYSA-N,CN(C)C(=O)NC1CCCCCCC1,-2.3599999,2.7614,198.305
5834,C941,NUJGJRNETVAIRJ-UHFFFAOYSA-N,CCCCCCCC=O,-2.3599999,2.5458,128.212
5835,C942,XKENOTHGZDIXRS-UHFFFAOYSA-N,CSc1ncnc2nccnc12,-2.3599999,1.1417,178.214
5837,C944,KQPKPCNLIDLUMF-QMMMGPOBSA-N,C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,-2.3599999,2.0087,238.283
5838,C945,DAAQPMSPBHQGQA-UHFFFAOYSA-N,S=c1ncc2nccnc2[nH]1,-2.3599999,1.0824,164.188
5839,C946,GTLUQRDIJWHQGF-UHFFFAOYSA-N,Sc1ncnc2nccnc12,-2.3599999,0.7085,164.188
5840,C6574,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,-2.359509135,2.6346,263.375
5841,C6575,AMQSYJCKXPUEDR-UHFFFAOYSA-N,O=c1ccc2cc(Cl)ccc2o1,-2.359059416,2.4464,180.588
5842,C6576,LBIXEEKFDDQZKB-UHFFFAOYSA-N,CN(N)C(=O)c1cc(Cl)nc(Cl)c1,-2.358900987,2.0344,220.056
5843,C6577,QRQMZZNDJGHPHZ-UHFFFAOYSA-N,C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,-2.358852142,2.9474,382.478
5844,C6578,QNVJZXLJNDOKRK-MBHUSPCXSA-N,Cl.OCCCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-2.358511053,3.5729,337.884
5845,C6579,GJTMNUHTYIJXTJ-UHFFFAOYSA-N,COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1,-2.358103811,2.1885,303.353
5846,C6580,CJVFJZNWXDFXHF-UHFFFAOYSA-N,CCOC(=O)c1cc(=O)c2ccccc2o1,-2.357052042,1.9697,218.205
5847,C6581,FFFIRKXTFQCCKJ-UHFFFAOYSA-N,Cc1cc(C)c(C(=O)O)c(C)c1,-2.356545854,2.31,164.201
5848,C6582,MATCWAFODDJQNN-UHFFFAOYSA-M,CCC1(c2ccccc2)OC(=O)[N-]C1=O.[Na+],-2.356398789,1.6729,227.192
5849,C6583,UNVLUPRQPLQYGW-UHFFFAOYSA-N,CCCCC(N)Cc1ccccc1,-2.356146885,3.4469,177.286
5850,C6584,QSFKGMJOKUZAJM-JXMYBXCISA-M,CCCC(CCC)C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-],-2.354468139,0.4786,362.345
5851,C6585,MOISIYYVKXTQOF-UHFFFAOYSA-N,Cl.OC(CNCC1CCc2ccccc2N1)c1ccccc1,-2.354360498,4.0674,318.841
5852,C6586,QJNSVIYGOVNUCN-UHFFFAOYSA-N,O=C1CCCc2ccccc2N1CC1=NCCN1,-2.352736203,1.187,243.304
5853,C6587,UKLQXHUGTKWPSR-UHFFFAOYSA-M,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],-2.351737727,0.4881,428.404
5854,C6588,XZSZWIVHLAUZLZ-UHFFFAOYSA-N,OCC(CO)(CO)COc1ccccc1Cl,-2.350753578,0.6821,246.687
5855,C6589,DWNHSPCOMOSJRI-UHFFFAOYSA-N,C[n+]1c2ccccc2cc2ccc(N)cc21.[Br-],-2.350572521,-0.0151,289.17
5856,C6590,OWJRDXJDAWXHST-UHFFFAOYSA-N,C[n+]1c2ccccc2c(N)c2ccccc21.[Br-],-2.350572521,-0.0151,289.17
5857,C6591,DVDCIQWIGOVWEX-BORNJIKYSA-M,COc1ccc(C(=O)/C(Br)=C/C(=O)[O-])cc1.[Na+],-2.350523908,0.9066,307.073
5858,C6592,LVJAHKSVOQLCEV-UHFFFAOYSA-N,C=CCC1(C(=O)NC(N)=O)CC(C)OC1=O,-2.350232642,1.1704,226.229
5859,C947,FOYHNROGBXVLLX-UHFFFAOYSA-N,CCc1cccc(CC)c1N,-2.3499999,2.9748,149.233
5860,C948,FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)OCC,-2.3499999,2.04,222.237
5861,C949,NUVBSKCKDOMJSU-UHFFFAOYSA-N,CCOC(=O)c1ccc(O)cc1,-2.3499999,1.5689,166.174
5862,C950,HYPRUQJUBWRVEM-UHFFFAOYSA-N,O=C1NC(=O)C2(CCCC2)C(=O)N1,-2.3499999,0.5704,182.177
5863,C6593,MMAGCXHWOMQWKW-LIWIJTDLSA-N,CN1[C@@H]2CC[C@H]1CC(OC(=O)c1ccccc1)C2.Cl,-2.34953962,3.2085,281.778
5864,C6594,CAZLTUGTURHFIJ-UHFFFAOYSA-N,CCN1CCN(CC)C(C(=O)Nc2ccccc2C)C1.O=NO.O=NO,-2.347414667,2.1923,369.416
5865,C6595,QOWSWEBLNVACCL-UHFFFAOYSA-N,O=C(O)Cc1ccc(Br)cc1,-2.347284598,2.0762,215.044
5866,C6596,HXEUYTYCYGECQO-UHFFFAOYSA-L,Cc1c2c(cc[n+]1CCC[N+]1(C)CCCC1)C1C=CC=CC1=N2.[Br-].[Br-],-2.347135718,-3.3889,469.256
5867,C6597,DRVXIPMHENHGQH-UHFFFAOYSA-N,CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,-2.345543176,2.8015,274.318
5868,C6598,SSGTUBQRKAFHOM-PCEILQJBSA-N,C/C=C1/C[NH+]2CCC1CC2C(O)c1cc[nH+]c2ccc(O)cc12.[Cl-].[Cl-],-2.345507434,-3.4065,383.312
5869,C6599,WBUOVKBZJOIOAE-UHFFFAOYSA-N,N#Cc1cccc(Cl)c1,-2.345279631,2.21168,137.566
5870,C6600,RWTWIZDKEIWLKQ-IWWMGODWSA-N,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-2.345270366,0.8957,407.457
5871,C6601,RWTWIZDKEIWLKQ-XCPWPWHNSA-N,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-2.345270366,0.8957,407.457
5872,C6602,RYAPRJDMWXYXKI-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(C)=O,-2.344400907,2.614,302.328
5873,C6603,BCPNATPABYLXNW-ZHACJKMWSA-N,CN(C)/N=N/c1cccc(C(=O)O)c1,-2.34416146,1.9451,193.203
5874,C6604,DQTGDWXWOOUMFT-UHFFFAOYSA-N,Cn1c(Cl)nc2c1c(=O)n(CCO)c(=O)n2C.O=[N+]([O-])O,-2.343063117,-0.7451,321.674
5875,C6605,VAMBUGIXOVLJEA-UHFFFAOYSA-N,CCCCNc1ccc(O)cc1,-2.341598143,2.6772,165.232
5876,C6606,FAEFMMUOKVKFBE-UHFFFAOYSA-N,C1CCN(SSN2CCCCC2)CC1,-2.341347657,3.0454,232.409
5877,C951,LINPIYWFGCPVIE-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)cc1Cl,-2.3399999,3.3524,197.446
5878,C952,JMBQKKAJIKAWKF-CYBMUJFWSA-N,CC[C@]1(c2ccccc2)CCC(=O)NC1=O,-2.3399999,2.0998,217.264
5879,C953,RMFNNCGOSPBBAD-MDWZMJQESA-N,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,-2.3399999,2.0171,221.256
5880,C954,OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)c1ccccc1O,-2.3399999,1.1788,152.147
5881,C955,KIEDNEWSYUYDSN-UHFFFAOYSA-N,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.3399999,2.5779,239.698
5882,C956,NZZFYRREKKOMAT-UHFFFAOYSA-N,ICI,-2.3399999,1.8139,267.836
5883,C6607,VWMQXAYLHOSRKA-UHFFFAOYSA-N,Clc1ccc2ocnc2c1,-2.339955132,2.4812,153.566
5884,C6608,HRAKJMXGVYBTRV-UHFFFAOYSA-N,CCCCn1cnc2c(=S)nc[nH]c21,-2.338650453,2.289,208.283
5885,C6609,XXMNRAZBBDMFIH-UHFFFAOYSA-N,CCC1CCC(c2c[nH]c3ccccc23)[NH2+]1.[Cl-],-2.33857774,0.918,250.767
5886,C6610,RLZLGGSREJEDMI-UHFFFAOYSA-N,CCCCCCCCCNCCSS(=O)(=O)O,-2.338525463,4.3343,283.451
5887,C6611,GHDJWZZXXNZUST-UHFFFAOYSA-N,CC[NH+](CC)CCc1c[nH]c2ccccc12.[Cl-],-2.338295029,-1.3609,252.783
5888,C6612,JMBQKKAJIKAWKF-UHFFFAOYSA-N,CCC1(c2ccccc2)CCC(=O)NC1=O,-2.337430298,2.0998,217.264
5889,C6613,OUGSOKCMASPUBA-UHFFFAOYSA-N,O=C1C(N2CCCC2)CCN1c1ccccc1,-2.337008816,1.8906,230.306
5890,C6614,XDROKJSWHURZGO-UHFFFAOYSA-N,O=c1ccc2ccc3occc3c2o1,-2.335603961,2.5392,186.164
5891,C6615,KGFPEHPECNYMKJ-UHFFFAOYSA-N,CNCCCC12CC3CC(CC(C3)C1O)C2.Cl,-2.335487973,3.3661,259.815
5892,C6616,UIJIQXGRFSPYQW-UHFFFAOYSA-N,CSc1ncnc2nc[nH]c12,-2.334709906,1.0748,166.204
5893,C6617,ABZLDANJLQFTLS-UHFFFAOYSA-N,CCc1cnc([N+](=O)[O-])n1CCOC(=O)CCC(=O)O,-2.334660872,1.2849,285.253
5894,C6618,BEQVQKJCLJBTKZ-UHFFFAOYSA-N,O=P(O)(c1ccccc1)c1ccccc1,-2.334517449,1.9078,218.188
5895,C6619,OQWLDKFPOJCKBX-UHFFFAOYSA-N,CN(C)CCN(Cc1ccsc1)c1ccccn1.Cl,-2.334111227,3.5133,297.847
5896,C6620,KFRSAMMHRXBCJH-UHFFFAOYSA-N,N/C(CSSC/C(N)=[NH+]\CC1CCCC1)=[NH+]\CC1CCCC1.[Cl-].[Cl-],-2.332992824,-4.9676,415.488
5897,C6621,FAJSZEYRHIXUPR-UHFFFAOYSA-N,COC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.332913502,2.198,318.328
5898,C6622,UYOCGYKHIPHFBD-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c1cccnc1,-2.332526204,2.4408,262.347
5899,C6623,LAZPBGZRMVRFKY-HNCPQSOCSA-N,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,-2.332346451,2.3216,240.752
5900,C6624,DMSSTTLDFWKBSX-UHFFFAOYSA-N,O=c1nn[nH]c2ccccc12,-2.332031296,0.3181,147.134
5901,C6625,CFSMWCPJTYADHU-UHFFFAOYSA-N,N#CCCCCCCF,-2.331592031,2.42998,129.175
5902,C6626,DMHTZWJRUUOALC-UHFFFAOYSA-N,O=c1[nH]c2cc(Br)ccc2o1,-2.330450322,1.8836,214.016
5903,C6627,DDNKJFBQMQOIKI-UHFFFAOYSA-N,O=c1[nH]c2ccc(Br)cc2o1,-2.330450322,1.8836,214.016
5904,C957,PLAZTCDQAHEYBI-UHFFFAOYSA-N,Cc1ccccc1[N+](=O)[O-],-2.3299999,2.4264,137.136
5905,C958,NBFQYHKHPBMJJV-UHFFFAOYSA-N,CCCOC(=O)c1ccc(N)cc1,-2.3299999,2.4168,179.216
5906,C959,MOCKWYUCPREFCZ-UHFFFAOYSA-N,NNC(=O)Nc1ccccc1,-2.3299999,1.846,151.166
5907,C960,DLRJIFUOBPOJNS-UHFFFAOYSA-N,CCOc1ccccc1,-2.3299999,2.0853,122.164
5908,C961,VQTUBCCKSQIDNK-UHFFFAOYSA-N,C=C(C)C,-2.3299999,1.5824,56.1063
5909,C6629,KRNDIPHOJLIHRI-UHFFFAOYSA-N,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,-2.32732102,1.77028,309.366
5910,C6630,PKVZBNCYEICAQP-UHFFFAOYSA-N,CNC1(C)C2CCC(C2)C1(C)C.Cl,-2.327287536,3.6135,203.752
5911,C6631,UVGQOPZEALYXKP-UHFFFAOYSA-N,C=CCOc1ccc(NC(C)=O)cc1,-2.326831234,2.2828,191.226
5912,C6632,FHGJSJFIQNQBCK-UHFFFAOYSA-N,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,-2.326431736,2.8959,258.269
5913,C6633,MVHSJESGFPGIJJ-UHFFFAOYSA-N,CN1CC2CCC(C1)N2C(=O)c1ccccc1[N+](=O)[O-],-2.325875495,1.9124,275.303
5914,C6634,JNXAZWXNARKBOA-UHFFFAOYSA-N,CN1C2CCC1CN(C(=O)c1ccccc1[N+](=O)[O-])C2,-2.325875495,1.9124,275.303
5915,C6635,BCBFWTQLNBHDAB-UHFFFAOYSA-N,CC[NH+](CCCl)CCOc1ccccc1OC.[Cl-],-2.325651487,-1.7784,294.217
5916,C6636,DTAAMVZDTXCCDV-UHFFFAOYSA-N,Cc1ccccc1NC(=O)OC1CCN(C)C1,-2.324447456,2.2585,234.294
5917,C6637,DQCKKXVULJGBQN-XFWGSAIBSA-N,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,-2.32108483,1.4633,341.401
5918,C6638,LIAWQASKBFCRNR-UHFFFAOYSA-N,CCOc1ccc(NC(=O)CC(C)O)cc1,-2.321077058,1.8677,223.268
5919,C6639,VVDGWALACJEJKG-UHFFFAOYSA-N,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-2.320798962,3.257,627.94
5920,C6640,HMEDEBAJARCKCT-UHFFFAOYSA-N,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,-2.320711132,3.6952,370.838
5921,C6641,AFUKNJHPZAVHGQ-UHFFFAOYSA-N,COc1ccc(OC)c(C=O)c1,-2.320201146,1.5163,166.174
5922,C962,DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.3199999,1.358,232.235
5923,C963,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1,-2.3199999,1.8633,150.175
5924,C964,DTGKSKDOIYIVQL-OYNCUSHFSA-N,CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2,-2.3199999,2.1935,154.249
5925,C965,QWCJHSGMANYXCW-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,-2.3199999,3.9903,314.362
5926,C6642,BHNHHSOHWZKFOX-UHFFFAOYSA-N,Cc1cc2ccccc2[nH]1,-2.319624796,2.4763,131.174
5927,C6643,OMOMUFTZPTXCHP-UHFFFAOYSA-N,CCCC(CCC)C(N)=O,-2.319330193,2.3884,143.227
5928,C6644,MWAYRGBWOVHDDZ-UHFFFAOYSA-N,CCOC(=O)c1ccc(O)c(OC)c1,-2.318053596,1.5775,196.2
5929,C6645,VPISOLDSBFMXDM-UHFFFAOYSA-N,CCCCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,-2.316512902,0.3029,236.27
5930,C6646,DUJCNGWLFREXBE-UHFFFAOYSA-N,CC(O)CNC(C)(C)Cc1ccc(Cl)cc1,-2.315196789,3.0224,241.757
5931,C6647,HRYJPHOTGFERGT-UHFFFAOYSA-N,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl,-2.313083664,2.8554,322.833
5932,C6648,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,-2.313052822,1.5304,298.34
5933,C6649,JCRIVQIOJSSCQD-UHFFFAOYSA-N,CNC(C)CC1CCCCC1,-2.312722619,2.9556,155.28
5934,C6650,BARXDSNMNYUFCZ-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(N)cc2)nc1,-2.3112134,2.8787,227.262
5935,C6651,DZNHKWPUFQKTRB-UHFFFAOYSA-N,Cc1ccnc(NC(=O)c2ccc(N)cc2)c1,-2.3112134,2.8787,227.262
5936,C6652,OJJAQNZSNFIQSA-UHFFFAOYSA-N,Cc1cccc(NC(=O)c2ccc(N)cc2)n1,-2.3112134,2.8787,227.262
5937,C6653,QXYYYPFGTSJXNS-UHFFFAOYSA-N,NC(=O)c1ncn2c(=O)n(CCCl)nnc12,-2.310847279,-0.676,242.622
5938,C6654,ZGWNXHRVUJVMCP-UHFFFAOYSA-N,CC(Oc1ccccc1Cl)C(=O)O,-2.310700889,2.1919,200.619
5939,C966,VZGDMQKNWNREIO-UHFFFAOYSA-N,ClC(Cl)(Cl)Cl,-2.3099999,2.5529,153.823
5940,C967,UHHYOKRQTQBKSB-UHFFFAOYSA-N,Fc1cc(F)c(F)c(F)c1,-2.3099999,2.243,150.074
5941,C968,SHZIWNPUGXLXDT-UHFFFAOYSA-N,CCCCCC(=O)OCC,-2.3099999,2.1298,144.211
5942,C6655,VXSCPERJHPWROZ-UHFFFAOYSA-N,Cc1cc(C)c(O)cc1C,-2.309641647,2.3174,136.191
5943,C6656,JDMBNZQEQLWXRA-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCCOc1ccncc1Br,-2.309062805,3.9905,399.324
5944,C6657,QWJRGNMSAAHHJP-UHFFFAOYSA-N,CC(Cc1ccccc1)OC(N)=O,-2.307423322,2.4132,179.216
5945,C6658,PFUAHBQDDRSAJC-UHFFFAOYSA-N,FC(F)(F)C1(C(F)(F)F)CCNCC1.O,-2.306808353,2.7453,239.159
5946,C6659,METWAQRCMRWDAW-UHFFFAOYSA-N,CCc1cccc(CC)c1O,-2.305216061,2.517,150.218
5947,C6660,INDBQLZJXZLFIT-UHFFFAOYSA-N,COc1cc(NC(C)CCCN)c2ncccc2c1,-2.304650307,3.556,259.347
5948,C6661,IIYWDRMGBBSUQS-KTKRTIGZSA-N,N#C/N=[N+](\[O-])c1ccccc1,-2.304161103,2.28488,147.134
5949,C6662,WTLJHBLVUSNPSV-UHFFFAOYSA-N,CCOC(=O)C(=O)N1CC=Cc2ccccc21,-2.303385798,1.6745,231.247
5950,C6663,PJNPZIYGODMAQE-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c(CCl)c1,-2.303302549,2.5624,187.58
5951,C6664,NZQJDEJTKKTQOI-UHFFFAOYSA-N,Br.CCN(C)C(C)(C)C(C)(C)C,-2.301418497,3.7209,238.208
5952,C6665,MZPCTRNDYNHZQE-UHFFFAOYSA-N,CC(=O)Oc1cccc2cccnc12,-2.300422587,2.1601,187.195
5953,C6666,ZFDPAZDODACYOG-UHFFFAOYSA-M,Cc1c(NCS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],-2.300093897,1.5528,319.312
5954,C969,AQNQQHJNRPDOQV-UHFFFAOYSA-N,BrC1CCCCC1,-2.3,2.714,163.056
5955,C970,YBRVSVVVWCFQMG-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)cc2)cc1,-2.3,3.6042,198.264
5956,C971,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,-2.3,2.4315,144.211
5957,C972,XDNBJTQLKCIJBV-SFHVURJKSA-N,CCOP(=S)(OCC)Oc1ccc([S@](C)=O)cc1,-2.3,4.6166,308.354
5958,C6667,CVGRWCDFXQGLOY-UHFFFAOYSA-N,NC(=O)OCCN1Cc2ccc([N+](=O)[O-])cc2CO1,-2.29979829,2.0987,267.238
5959,C6668,XBQMOSVDTGDYFV-GQCTYLIASA-N,COc1ccc(/C=C/C(=O)NO)cc1C,-2.299417192,1.9131,207.226
5960,C6669,AKWIIELWJKTVGQ-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(Cl)n2CO)n(C)c1=O.O=[N+]([O-])O,-2.297720986,-0.7876,307.648
5961,C6670,IYETZZCWLLUHIJ-UHFFFAOYSA-N,C#CCN(C)C(C)Cc1ccccc1.Cl,-2.296672954,2.9846,223.742
5962,C6671,HRACVNXTSHEBIU-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(N)cc1O.Nc1ccc(C(=O)O)c(O)c1,-2.296184504,3.308,405.445
5963,C6672,SYNKGZURWSKSDC-ONXXMXGDSA-N,CN1[C@@H]2CC[C@H]1CC(Oc1ccccc1)C2,-2.295691024,2.6285,217.307
5964,C6673,DGUOEMCUTWLIGZ-YDBSYXHISA-N,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccccc4)C3=O)N1C[C@@H]1N[C@@H]12,-2.294133028,1.5422,410.423
5965,C6674,YECIFGHRMFEPJK-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,-2.293303929,3.3944,288.813
5966,C6675,LBKPGNUOUPTQKA-UHFFFAOYSA-N,CCOC(=O)Nc1ccccc1,-2.291132302,2.328,165.189
5967,C6676,WXAYTPABEADAAB-UHFFFAOYSA-N,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,-2.290791172,2.9072,380.909
5968,C973,SODPIMGUZLOIPE-UHFFFAOYSA-N,O=C(O)COc1ccc(Cl)cc1,-2.29,1.8034,186.592
5969,C974,PVWOIHVRPOBWPI-UHFFFAOYSA-N,CCCI,-2.29,1.8314,169.992
5970,C975,FDGQSTZJBFJUBT-UHFFFAOYSA-N,O=c1[nH]cnc2nc[nH]c12,-2.29,-0.3538,136.111
5971,C976,WDCYWAQPCXBPJA-UHFFFAOYSA-N,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.29,2.5494,168.107
5972,C6677,FTCYKZUJBNQKIH-UHFFFAOYSA-N,C=C(Cl)C[NH+](CCCl)CCCl.[Cl-],-2.289156587,-1.8946,252.997
5973,C6678,VBCRAMVMTKQGPM-UHFFFAOYSA-N,COc1ccc2nccc(C(O)CN3CCCCC3)c2c1.Cl,-2.288869847,3.5026,322.83
5974,C6679,VYPFMCZCVQRZQJ-UHFFFAOYSA-N,N#CCNc1ccccc1C(=O)O,-2.28876815,1.39328,176.172
5975,C6680,QRWRJDVVXAXGBT-UHFFFAOYSA-N,CC1Cc2ccccc2N1,-2.288160546,2.1811,133.19
5976,C6681,OBRDCSSSDNLWTA-UHFFFAOYSA-N,CC(Cc1cccc(Cl)c1)NN,-2.287752369,2.8255,184.666
5977,C6682,XXEPPPIWZFICOJ-UHFFFAOYSA-N,CCN(CC)C(C)C(=O)c1ccccc1,-2.287495084,2.5996,205.296
5978,C6683,GHXBWQDBWRSARY-DYWKTHLTSA-N,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=P(O)(O)O,-2.285864161,2.0897,355.366
5979,C6684,ULKNJYDXLYMGFB-UHFFFAOYSA-N,O=C(O)CCC1NC(=S)N(c2ccccc2)C1=O,-2.285374969,1.5349,264.3
5980,C6685,FWWDFDMCZLOXQI-UHFFFAOYSA-N,CC(C)(C)C(=O)NNCc1ccccc1,-2.285092293,2.6353,206.284
5981,C6686,UIIMQLPOAXFKFW-UHFFFAOYSA-N,CC(CCC(=O)O)c1ccccc1,-2.283248112,2.6549,178.228
5982,C6687,XFJUBSCJIVHSLU-UHFFFAOYSA-N,CC(=O)c1ccccc1OCC(O)C[NH+](C(C)C)C(C)C.[Cl-],-2.280290121,-1.6654,329.862
5983,C6688,XQRALZKQYRLRST-UHFFFAOYSA-N,CC(=O)c1cccc(OCC(O)CN(C(C)C)C(C)C)c1.Cl,-2.280290121,3.5497,329.862
5984,C977,ABICJYZKIYUWEE-UHFFFAOYSA-N,O=C1NC(=O)C([N+](=O)[O-])C(=O)N1,-2.28,-0.8215,173.084
5985,C978,YFTHZRPMJXBUME-UHFFFAOYSA-N,CCCN(CCC)CCC,-2.28,2.5184,143.27
5986,C979,JWAZRIHNYRIHIV-UHFFFAOYSA-N,Oc1ccc2ccccc2c1,-2.28,2.5454,144.17
5987,C980,GWZCCUDJHOGOSO-UHFFFAOYSA-N,O=C(O)c1ccccc1-c1ccccc1C(=O)O,-2.28,2.75,242.227
5988,C981,BUYMVQAILCEWRR-VKHMYHEASA-N,COP(=O)(OC)O[C@H](Br)C(Cl)(Cl)Br,-2.28,3.6512,380.784
5989,C6689,WIGLWDYSZRNQOI-UHFFFAOYSA-N,CCC(CCN(C)C)(C(N)=O)c1ccccc1,-2.279946874,2.4717,234.337
5990,C6690,LNNWVNGFPYWNQE-GMIGKAJZSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5,-2.27973095,2.3892,271.354
